file,timeY,resultY,timeZ,resultZ,timeC,resultC,resultDc,smtTimeDc,smtTimeDO,smtTimeDOOOI,smtTimeDOI,resultDO,resultDOOOI,resultDOI,result
ludcmp.t2.c_Iteration8_Loop_4-piece...,9.69,sat,69.59,sat,93.96,sat,,,,,,,,,sat
ludcmp.t2.c_Iteration8_Loop_6-phase...,9.79,sat,26.98,sat,82.41,sat,,,4640.51,5107.71,5099.26,$\delta$,$\delta$,$\delta$,sat
ludcmp.t2.c_Iteration8_Loop_7-phase...,33.77,sat,109.75,sat,935.1,sat,,,13239.7,13403.1,12670.4,$\delta$,$\delta$,$\delta$,sat
ludcmp.t2.c_Iteration9_Loop_4-piece...,12.88,sat,66.97,sat,112.64,sat,,,,,,,,,sat
ludcmp.t2.c_Iteration9_Loop_6-phase...,4.98,sat,15.53,sat,244.86,sat,,,4821.1,4835.13,4875.1,$\delta$,$\delta$,$\delta$,sat
ludcmp.t2.c_Iteration9_Loop_7-phase...,42.11,sat,269.69,sat,599.65,sat,,,,,,,,,sat
magic.t2.c_Iteration12_Loop_4-piece...,2.28,sat,51.58,sat,58.02,sat,,,,,,,,,sat
magic.t2.c_Iteration12_Loop_7-phase...,2.29,sat,29.29,sat,211.93,sat,,,22966.2,23889.9,24184.8,$\delta$,$\delta$,$\delta$,sat
magic.t2.c_Iteration23_Loop_7-phase...,0.59,sat,4.34,sat,46.36,sat,,,165.94,166.08,171.13,$\delta$,$\delta$,$\delta$,sat
matrixsqrt.t2.c_Iteration12_Loop_4-...,0.25,sat,2.46,sat,13.42,sat,,,398.95,416.82,420.88,$\delta$,$\delta$,$\delta$,sat
matrixsqrt.t2.c_Iteration12_Loop_7-...,0.27,sat,2.08,sat,11.97,sat,,,5.44,5.39,5.41,$\delta$,$\delta$,$\delta$,sat
mc91test.t2.c_Iteration6_Loop_4-pie...,0.87,sat,1.2,sat,5.56,sat,,,146.18,132.13,146.43,$\delta$,$\delta$,$\delta$,sat
min_rf_true-termination.c_Iteration...,0.13,unsat,3.05,unsat,2.84,unsat,unsat,52.35,3.51,2.8,3.25,$\delta$,$\delta$,$\delta$,unsat
min_rf_true-termination.c_Iteration...,3.82,sat,33.24,sat,57.66,sat,,,37.06,32.88,38.93,$\delta$,$\delta$,$\delta$,sat
min_rf_true-termination.c_Iteration...,50.4,sat,155.89,sat,318.57,sat,,,241.37,222.29,256.47,$\delta$,$\delta$,$\delta$,sat
mode_cntrl.base,0.0,unsat,0.01,unsat,0.06,unsat,unsat,0.02,0.03,0.03,0.04,,,,unsat
mode_cntrl.induction,0.0,unsat,0.02,unsat,0.05,unsat,unsat,0.04,0.05,0.03,0.04,,,,unsat
ndes.t2.c_Iteration2_Loop_4-pieceTe...,2.28,sat,57.5,sat,109.42,sat,,,,,,,,,sat
ndes.t2.c_Iteration2_Loop_7-phaseTe...,13.76,sat,24.02,sat,306.31,sat,,,3566.93,3516.68,4954.96,$\delta$,$\delta$,$\delta$,sat
ndes.t2.c_Iteration3_Loop_4-pieceTe...,4.59,sat,53.24,sat,108.35,sat,,,,,,,,,sat
ndes.t2.c_Iteration3_Loop_7-phaseTe...,1.36,sat,39.22,sat,251.14,sat,,,4309.02,4994.63,4132.51,$\delta$,$\delta$,$\delta$,sat
no_op_accs.base,0.0,unsat,0.01,unsat,0.06,unsat,unsat,0.12,0.03,0.04,0.04,$\delta$,$\delta$,$\delta$,unsat
no_op_accs.induction,0.0,unsat,0.01,unsat,0.04,unsat,unsat,0.04,0.03,0.04,0.04,,,,unsat
op_seen_less2.base,0.01,unsat,0.04,unsat,0.13,unsat,unsat,5.12,0.83,0.79,0.89,$\delta$,$\delta$,$\delta$,unsat
op_seen_less2.induction,0.0,unsat,0.03,unsat,0.12,unsat,unsat,1.8,0.26,0.25,0.35,$\delta$,$\delta$,$\delta$,unsat
op_seen_more1.base,0.01,unsat,0.03,unsat,0.13,unsat,unsat,2.58,0.15,0.2,0.23,$\delta$,$\delta$,$\delta$,unsat
op_seen_more1.induction,0.0,unsat,0.01,unsat,0.08,unsat,unsat,0.73,0.28,0.37,0.41,$\delta$,$\delta$,$\delta$,unsat
opt1217--1,0.08,sat,1.12,sat,2.17,sat,sat,10152.8,12291.8,11587.3,12934.6,$\delta$,$\delta$,$\delta$,sat
opt1217--11,10.97,sat,1.29,sat,3.38,sat,,,,,,,,,sat
opt1217--16,647.73,sat,50.25,sat,113.44,sat,,,,,,,,,sat
opt1217--27,219.15,unsat,,,,,,,,,,,,,unsat
opt1217--37,0.68,unsat,,,,,,,,,,,,,unsat
opt1217--57,0.08,unsat,,,,,,,,,,,,,unsat
opt1217--6,0.53,sat,0.78,sat,2.32,sat,sat,20021.8,15344.8,13810.5,14670.2,$\delta$,$\delta$,$\delta$,sat
p-0-bucket_s10,0.04,sat,0.24,sat,0.42,sat,sat,20.71,62.01,678.16,567.6,$\delta$,$\delta$,$\delta$,sat
p-0-bucket_s13,0.04,sat,0.39,sat,1.18,sat,sat,89.98,,58.98,70.49,,$\delta$,$\delta$,sat
p-0-bucket_s7,0.01,sat,0.05,sat,0.2,sat,sat,22.79,26.63,25.15,28.03,$\delta$,$\delta$,$\delta$,sat
p-1-bucket_s9,0.19,sat,1.15,sat,2.8,sat,sat,325.14,47.86,47.88,50.24,$\delta$,$\delta$,$\delta$,sat
p-2-bucket_s11,0.16,sat,0.61,sat,1.96,sat,sat,20982.1,8811.13,4900.06,5739.08,$\delta$,$\delta$,$\delta$,sat
p-3-bucket_s10,1.16,sat,5.91,sat,31.8,sat,,,,,,,,,sat
p-43.t2.c_Iteration2_Loop_4-pieceTe...,1.22,sat,16.84,sat,31.31,sat,,,22897.1,22057.3,23842.2,$\delta$,$\delta$,$\delta$,sat
p-43.t2.c_Iteration2_Loop_7-phaseTe...,0.51,sat,14.8,sat,40.07,sat,sat,4117.75,468.26,461.41,463.41,$\delta$,$\delta$,$\delta$,sat
p-43.t2.c_Iteration4_Loop_4-pieceTe...,1.54,sat,15.36,sat,41.86,sat,,,23064.6,22962.4,24424.1,$\delta$,$\delta$,$\delta$,sat
p-43.t2.c_Iteration4_Loop_7-phaseTe...,1.05,sat,5.78,sat,111.07,sat,sat,3198.85,916.94,979.92,976.86,$\delta$,$\delta$,$\delta$,sat
p-43.t2.c_Iteration5_Loop_4-pieceTe...,1.6,sat,12.59,sat,43.3,sat,,,18903.5,17511.8,17203.9,$\delta$,$\delta$,$\delta$,sat
p-43.t2.c_Iteration5_Loop_7-phaseTe...,0.86,sat,14.99,sat,89.97,sat,sat,4659.23,785.35,712.46,821.46,$\delta$,$\delta$,$\delta$,sat
p-46.t2.c_Iteration2_Lasso_4-pieceT...,112.59,unsat,214.5,unsat,212.75,unsat,,,,,,,,,unsat
p-46.t2.c_Iteration2_Lasso_6-phaseT...,28.31,unsat,37.33,unsat,43.12,unsat,,,9437.19,8020.09,9017.01,$\delta$,$\delta$,$\delta$,unsat
p-46.t2.c_Iteration2_Lasso_7-phaseT...,1333.57,unsat,128.99,unsat,214.18,unsat,,,27448.9,25807.1,28699.7,$\delta$,$\delta$,$\delta$,unsat
p-46.t2.c_Iteration2_Loop_4-pieceTe...,90.49,unsat,157.86,unsat,232.26,unsat,,,,,,,,,unsat
p-46.t2.c_Iteration2_Loop_7-phaseTe...,318.79,unsat,85.64,unsat,335.28,unsat,,,858.76,967.6,914.95,$\delta$,$\delta$,$\delta$,unsat
p-55.t2.c_Iteration2_Loop_4-pieceTe...,1.91,sat,17.67,sat,27.72,sat,,,2860.83,3179.95,2886.31,$\delta$,$\delta$,$\delta$,sat
p-55.t2.c_Iteration2_Loop_7-phaseTe...,4.88,sat,26.22,sat,233.62,sat,sat,278.14,42.39,46.24,45.13,$\delta$,$\delta$,$\delta$,sat
p-55.t2.c_Iteration3_Loop_4-pieceTe...,3.48,sat,14.19,sat,43.58,sat,,,2868.5,3153.25,2915.17,$\delta$,$\delta$,$\delta$,sat
p-55.t2.c_Iteration3_Loop_7-phaseTe...,1.42,sat,17.27,sat,112.12,sat,sat,263.59,42.91,44.86,43.22,$\delta$,$\delta$,$\delta$,sat
p-DepotsNum_s8.msat,0.06,sat,0.31,sat,0.79,sat,sat,278.34,295.72,207.08,400.13,$\delta$,$\delta$,$\delta$,sat
p-driverlogNumeric_s7,0.01,sat,0.03,sat,0.11,sat,sat,1.01,1.15,0.96,1.22,$\delta$,$\delta$,$\delta$,sat
p2-driverlogNumeric_s10,0.21,sat,1.11,sat,0.65,sat,sat,2.91,2.93,2.88,3.49,$\delta$,$\delta$,$\delta$,sat
p2-zenonumeric_s6,0.01,sat,0.04,sat,0.17,sat,sat,0.1,0.08,0.08,0.1,$\delta$,$\delta$,$\delta$,sat
p3-driverlogNumeric_s8,0.02,sat,0.27,sat,0.63,sat,sat,8.45,8.97,8.22,10.33,$\delta$,$\delta$,$\delta$,sat
p3-zenonumeric_s5,0.01,sat,0.09,sat,0.43,sat,sat,8.26,7.99,7.4,8.35,$\delta$,$\delta$,$\delta$,sat
p4-driverlogNumeric_s8,0.04,sat,0.23,sat,0.71,sat,sat,0.56,0.49,0.51,0.47,$\delta$,$\delta$,$\delta$,sat
p4-zenonumeric_s5,0.01,sat,0.06,sat,0.32,sat,sat,0.48,0.44,0.43,0.38,$\delta$,$\delta$,$\delta$,sat
p5-driverlogNumeric_s8,0.04,sat,0.18,sat,1.63,sat,sat,5881.36,5876.63,6106.11,6300.4,$\delta$,$\delta$,$\delta$,sat
p5-driverlogNumeric_s9,0.04,unsat,0.16,unsat,0.64,unsat,unsat,0.26,0.25,0.24,0.26,,,,unsat
p5-zenonumeric_s5,0.02,sat,0.14,sat,0.69,sat,sat,1.02,0.92,0.82,0.68,$\delta$,$\delta$,$\delta$,sat
p5-zenonumeric_s7,0.15,sat,0.83,sat,1.74,sat,sat,642.77,627.47,610.66,586.06,$\delta$,$\delta$,$\delta$,sat
p50.56,23.53,sat,5.18,sat,46.6,sat,,,,,,,,,sat
p6-driverlogNumeric_s5,0.01,sat,0.06,sat,0.23,sat,sat,0.35,0.39,0.35,0.37,$\delta$,$\delta$,$\delta$,sat
p6-zenonumeric_s5,0.03,sat,0.14,sat,0.67,sat,sat,0.99,1.01,0.91,0.74,$\delta$,$\delta$,$\delta$,sat
p6-zenonumeric_s7,0.1,sat,0.61,sat,1.82,sat,sat,5.49,5.61,4.91,5.6,$\delta$,$\delta$,$\delta$,sat
p6-zenonumeric_s9,0.21,sat,1.74,sat,2.67,sat,sat,1534.97,1539.19,1469.33,1486.87,$\delta$,$\delta$,$\delta$,sat
p7-driverlogNumeric_s7,0.22,sat,1.68,sat,4.49,sat,sat,17117.6,17520.4,16684.6,17876.7,$\delta$,$\delta$,$\delta$,sat
p7-driverlogNumeric_s8,2.26,sat,3.34,sat,9.41,sat,,,,,,,,,sat
p7-zenonumeric_s6,0.08,sat,0.56,sat,1.45,sat,sat,53.07,52.52,53.16,60.27,$\delta$,$\delta$,$\delta$,sat
pd_finish.base,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.12,0.04,0.05,0.05,$\delta$,$\delta$,$\delta$,unsat
pd_finish.induction,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.04,0.03,0.04,0.04,$\delta$,$\delta$,$\delta$,unsat
pd_init_op_accs.base,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.02,0.02,0.03,0.03,,,,unsat
pd_init_op_accs.induction,0.0,unsat,0.01,unsat,0.05,unsat,unsat,0.04,0.03,0.04,0.03,,,,unsat
pd_no_op_accs.base,0.0,unsat,,,0.04,unsat,unsat,0.14,0.05,0.04,0.04,$\delta$,$\delta$,$\delta$,unsat
pd_no_op_accs.induction,0.0,unsat,0.01,unsat,0.06,unsat,unsat,0.02,0.02,0.02,0.03,,,,unsat
pd_not_fs_seen.base,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.03,0.03,0.02,0.02,,,,unsat
pd_not_fs_seen.induction,0.0,unsat,0.01,unsat,0.09,unsat,unsat,0.02,0.03,0.04,0.03,,,,unsat
pd_not_sc_seen.base,0.0,unsat,0.01,unsat,0.04,unsat,unsat,0.03,0.03,0.03,0.03,,,,unsat
pd_not_sc_seen.induction,0.0,unsat,0.02,unsat,0.09,unsat,unsat,0.02,0.02,0.03,0.04,,,,unsat
pk1--1,0.01,unsat,0.05,unsat,0.28,unsat,unsat,0.3,0.22,0.21,0.2,,,,unsat
pk1-100,1.06,sat,0.2,sat,0.52,sat,sat,929.8,15.64,10.22,14.39,$\delta$,$\delta$,$\delta$,sat
pk1-50,174.4,sat,7.14,sat,34.22,sat,,,,,,,,,sat
polypaver-bench-exp-3d-chunk-0017,0.0,sat,,,0.06,sat,sat,0.01,0.01,0.01,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0018,0.0,sat,,,0.02,sat,sat,0.02,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0019,0.0,unsat,,,0.03,unsat,unsat,0.01,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,unsat
polypaver-bench-exp-3d-chunk-0020,0.0,sat,,,0.02,sat,sat,0.0,0.02,0.01,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0021,0.0,sat,,,0.04,sat,sat,0.01,0.01,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0022,0.0,sat,,,0.02,sat,sat,0.01,0.02,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0026,0.0,sat,,,0.03,sat,sat,0.0,0.02,0.01,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0027,0.0,unsat,,,0.03,unsat,unsat,0.0,0.02,0.02,0.02,$\delta$,$\delta$,$\delta$,unsat
polypaver-bench-exp-3d-chunk-0031,0.0,sat,,,0.01,sat,sat,0.0,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0032,0.0,sat,,,0.03,sat,sat,0.01,0.01,0.02,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0033,0.0,unsat,,,0.1,unsat,unsat,0.02,0.02,0.01,0.02,$\delta$,$\delta$,$\delta$,unsat
polypaver-bench-exp-3d-chunk-0034,0.0,sat,0.01,sat,0.04,sat,sat,0.03,0.02,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0035,0.0,sat,0.01,sat,0.03,sat,sat,0.01,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0036,0.0,sat,,,0.08,sat,sat,0.0,0.01,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0037,0.0,sat,,,0.03,sat,sat,0.01,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0038,0.0,sat,,,0.06,sat,sat,0.01,0.02,0.01,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0039,0.0,sat,,,0.08,sat,sat,0.0,0.02,0.01,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0040,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.01,0.02,0.01,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0041,0.0,sat,,,0.02,sat,sat,0.01,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0042,0.0,sat,,,0.05,sat,sat,0.01,0.01,0.0,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0043,0.0,sat,,,0.03,sat,sat,0.01,0.0,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0044,0.0,unsat,,,0.01,unsat,unsat,0.0,0.0,0.02,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0045,0.0,sat,,,0.02,sat,sat,0.01,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0046,0.0,unsat,,,0.06,unsat,unsat,0.01,0.01,0.01,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0047,0.0,unsat,,,0.02,unsat,unsat,0.01,0.0,0.01,0.02,,,,unsat
polypaver-bench-exp-3d-chunk-0048,0.0,sat,,,0.04,sat,sat,0.0,0.02,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0050,0.0,sat,,,0.02,sat,sat,0.0,0.0,0.0,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0051,0.0,sat,,,0.01,sat,sat,0.0,0.01,0.0,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0052,0.0,unsat,,,0.04,unsat,unsat,0.01,0.01,0.01,0.02,,,,unsat
polypaver-bench-exp-3d-chunk-0054,0.0,sat,,,0.02,sat,sat,0.01,0.01,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0056,0.0,sat,0.01,sat,0.02,sat,sat,0.0,0.02,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0057,0.0,sat,0.01,sat,0.03,sat,sat,0.02,0.0,0.04,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0058,0.0,sat,,,0.02,sat,sat,0.01,0.01,0.0,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0059,0.0,unsat,0.01,unsat,0.04,unsat,unsat,0.0,0.01,0.01,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0060,0.0,sat,,,0.1,sat,sat,0.0,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0061,0.0,unsat,0.01,unsat,0.05,unsat,unsat,0.0,0.01,0.02,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0071,0.0,unsat,,,0.02,unsat,unsat,0.0,0.01,0.02,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0088,0.0,unsat,0.02,unsat,0.02,unsat,unsat,0.01,0.0,0.01,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0089,0.0,sat,0.02,sat,0.03,sat,sat,0.01,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0090,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.0,0.01,0.01,0.02,,,,unsat
polypaver-bench-exp-3d-chunk-0095,0.0,sat,0.01,sat,0.02,sat,sat,0.0,0.01,0.01,0.0,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0096,0.0,sat,0.02,sat,0.02,sat,sat,0.01,0.02,0.02,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0097,0.0,unsat,0.02,unsat,0.02,unsat,unsat,0.02,0.01,0.01,0.0,,,,unsat
polypaver-bench-exp-3d-chunk-0098,0.0,sat,0.02,sat,0.02,sat,sat,0.01,0.01,0.01,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0099,0.0,unsat,,,0.07,unsat,unsat,0.0,0.02,0.02,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0102,0.0,unsat,0.01,unsat,0.01,unsat,unsat,0.02,0.01,0.0,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0103,0.0,sat,0.01,sat,0.04,sat,sat,0.02,0.0,0.0,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0114,0.0,sat,0.01,sat,0.03,sat,sat,0.02,0.0,0.02,0.02,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0115,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.02,0.02,0.01,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0117,0.0,unsat,0.01,unsat,0.01,unsat,unsat,0.01,0.01,0.01,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0144,0.0,sat,0.01,sat,0.03,sat,sat,0.02,0.01,0.02,0.01,$\delta$,$\delta$,$\delta$,sat
polypaver-bench-exp-3d-chunk-0145,0.0,unsat,0.01,unsat,0.03,unsat,unsat,0.0,0.0,0.01,0.01,,,,unsat
polypaver-bench-exp-3d-chunk-0147,0.0,unsat,0.02,unsat,0.05,unsat,unsat,0.01,0.01,0.02,0.02,,,,unsat
polyrank4.t2.c_Iteration10_Loop_7-p...,0.78,sat,0.63,sat,33.7,sat,sat,54.36,0.41,0.4,0.43,$\delta$,$\delta$,$\delta$,sat
polyrank4.t2.c_Iteration8_Loop_4-pi...,4.38,unsat,6.98,unsat,13.57,unsat,,,2.29,2.23,2.31,$\delta$,$\delta$,$\delta$,unsat
polyrank6.t2.c_Iteration1_Loop_7-ph...,2.97,sat,8.6,sat,21.07,sat,sat,81.85,0.8,0.77,0.75,$\delta$,$\delta$,$\delta$,sat
pp08a-1000,0.02,unsat,1.45,unsat,1.65,unsat,,,,,,,,,unsat
pp08a-10000,19.1,sat,18.7,sat,18.62,sat,,,,,,,,,sat
pp08a-11000,0.3,sat,1.26,sat,1.86,sat,,,,,,,,,sat
pp08a-12000,0.01,sat,1.51,sat,0.34,sat,,,,,,,,,sat
pp08a-2000,0.16,unsat,1.47,unsat,7.97,unsat,,,,,,,,,unsat
pp08a-3000,1.87,unsat,5.06,unsat,14.41,unsat,,,,,,,,,unsat
pp08a-4000,61.71,unsat,55.64,unsat,110.96,unsat,,,,,,,,,unsat
pp08a-5000,621.62,unsat,1390.92,unsat,283.01,unsat,,,,,,,,,unsat
pp08a-9000,9.6,sat,11.67,sat,16.69,sat,,,,,,,,,sat
pursuit-safety-1,0.0,unsat,0.02,unsat,0.02,unsat,unsat,0.02,0.02,0.02,0.01,,,,unsat
pursuit-safety-10,0.01,unsat,0.04,unsat,0.17,unsat,unsat,19.71,13.49,9.67,10.07,,,,unsat
pursuit-safety-11,0.02,unsat,0.04,unsat,0.21,unsat,unsat,34.42,20.28,13.86,15.06,,,,unsat
pursuit-safety-12,0.02,unsat,0.04,unsat,0.17,unsat,unsat,52.24,39.1,23.98,26.46,,,,unsat
pursuit-safety-13,0.02,unsat,0.05,unsat,0.16,unsat,unsat,91.6,52.64,41.57,46.1,,,,unsat
pursuit-safety-14,0.02,unsat,0.05,unsat,0.24,unsat,unsat,125.89,79.47,67.28,74.87,,,,unsat
pursuit-safety-15,0.02,unsat,0.05,unsat,0.24,unsat,unsat,185.96,102.67,95.81,108.9,,,,unsat
pursuit-safety-16,0.03,unsat,0.08,unsat,0.26,unsat,unsat,264.45,188.51,164.91,180.49,,,,unsat
pursuit-safety-17,0.03,unsat,0.06,unsat,0.22,unsat,unsat,471.57,230.21,209.29,252.1,,,,unsat
pursuit-safety-18,0.02,unsat,0.07,unsat,0.24,unsat,unsat,501.0,469.3,323.17,344.37,,,,unsat
pursuit-safety-19,0.04,unsat,0.05,unsat,0.26,unsat,unsat,781.69,635.75,510.25,528.56,,,,unsat
pursuit-safety-2,0.0,unsat,0.01,unsat,0.06,unsat,unsat,0.02,0.03,0.03,0.03,,,,unsat
pursuit-safety-20,0.04,unsat,0.08,unsat,0.33,unsat,unsat,1144.59,542.93,700.4,753.64,,,,unsat
pursuit-safety-3,0.0,unsat,0.02,unsat,0.05,unsat,unsat,0.11,0.09,0.09,0.11,,,,unsat
pursuit-safety-4,0.0,unsat,0.02,unsat,0.08,unsat,unsat,0.27,0.19,0.18,0.16,,,,unsat
pursuit-safety-5,0.0,unsat,0.02,unsat,0.1,unsat,unsat,0.66,0.41,0.4,0.42,,,,unsat
pursuit-safety-6,0.01,unsat,0.03,unsat,0.12,unsat,unsat,1.87,1.04,1.03,1.28,,,,unsat
pursuit-safety-7,0.01,unsat,0.04,unsat,0.14,unsat,unsat,3.07,1.94,1.98,1.7,,,,unsat
pursuit-safety-8,0.01,unsat,0.02,unsat,0.16,unsat,unsat,5.32,3.6,3.48,4.12,,,,unsat
pursuit-safety-9,0.01,unsat,0.04,unsat,0.31,unsat,unsat,11.72,5.53,5.85,7.62,,,,unsat
queens.t2.c_Iteration19_Loop_7-phas...,1.59,sat,3.49,sat,33.04,sat,,,119.95,132.1,140.16,$\delta$,$\delta$,$\delta$,sat
rand_70_300_1155482584_0.lp,,,0.81,sat,30.5,sat,sat,152.21,21.98,27.61,19.21,$\delta$,$\delta$,$\delta$,sat
rand_70_300_1155482584_11.lp,0.05,sat,,,3.95,sat,sat,122.32,17.62,21.98,21.72,$\delta$,$\delta$,$\delta$,sat
rand_70_300_1155482584_12.lp,0.06,sat,1.69,sat,7.3,sat,sat,137.24,75.86,24.73,30.54,$\delta$,$\delta$,$\delta$,sat
rand_70_300_1155482584_14.lp,1.8,sat,,,63.77,sat,,,,,,,,,sat
rand_70_300_1155482584_3.lp,0.89,sat,0.95,sat,29.83,sat,,,,,,,,,sat
rand_70_300_1155482584_4.lp,1.49,sat,2.52,sat,17.64,sat,,,,,,,,,sat
rand_70_300_1155482584_5.lp,1.3,sat,8.01,sat,5.18,sat,,,,,,,,,sat
rand_70_300_1155482584_7.lp,17.13,sat,5.53,sat,10.44,sat,,,,,,,,,sat
rand_70_300_1155482584_8.lp,1.83,sat,3.14,sat,1.67,sat,,,,,,,,,sat
rand_70_300_1155482584_9.lp,0.07,sat,1.03,sat,42.49,sat,sat,139.79,,,,,,,sat
rand_80_340_1159656267_0.lp,1.91,sat,15.67,sat,65.67,sat,,,,,,,,,sat
rand_80_340_1159656267_10.lp,0.09,sat,,,,,,,,,,,,,sat
rand_80_340_1159656267_11.lp,0.08,sat,2.69,sat,5.24,sat,,,,,,,,,sat
rand_80_340_1159656267_13.lp,0.08,sat,1.51,sat,15.3,sat,,,,,,,,,sat
rand_80_340_1159656267_15.lp,1.64,sat,,,12.55,sat,sat,205.33,,,,,,,sat
rand_80_340_1159656267_16.lp,0.07,sat,,,9.0,sat,sat,187.24,332.7,27.22,28.72,$\delta$,$\delta$,$\delta$,sat
rand_80_340_1159656267_17.lp,0.07,sat,,,11.96,sat,,,,,,,,,sat
rand_80_340_1159656267_18.lp,1.08,sat,,,33.96,sat,,,,,,,,,sat
rand_80_340_1159656267_4.lp,0.07,sat,1.37,sat,30.89,sat,,,,,,,,,sat
rand_80_340_1159656267_6.lp,0.08,sat,6.22,sat,72.72,sat,sat,198.95,30.37,29.37,31.5,$\delta$,$\delta$,$\delta$,sat
reint_to_least.base,0.0,unsat,0.03,unsat,0.09,unsat,unsat,1.47,0.09,0.09,0.1,$\delta$,$\delta$,$\delta$,unsat
reint_to_least.induction,0.0,unsat,0.02,unsat,0.06,unsat,unsat,0.8,0.06,0.06,0.06,$\delta$,$\delta$,$\delta$,unsat
sas2.t2.c_Iteration1_Lasso_3-pieceT...,6.68,sat,43.37,sat,105.72,sat,,,16051.1,16161.0,16909.4,$\delta$,$\delta$,$\delta$,sat
sas2.t2.c_Iteration1_Lasso_4-pieceT...,47.18,sat,556.69,sat,736.67,sat,,,,,,,,,sat
sas2.t2.c_Iteration1_Lasso_5-phaseT...,0.75,sat,25.68,sat,23.48,sat,,,606.4,580.96,614.78,$\delta$,$\delta$,$\delta$,sat
sas2.t2.c_Iteration1_Lasso_6-phaseT...,7.11,sat,38.15,sat,93.45,sat,,,2619.47,2580.24,2658.46,$\delta$,$\delta$,$\delta$,sat
sas2.t2.c_Iteration1_Lasso_7-phaseT...,36.84,sat,138.36,sat,292.22,sat,,,17057.7,16019.2,18963.5,$\delta$,$\delta$,$\delta$,sat
